t,position,entry_px,equity,el,xl,es,xs,stop,tp,trail,size,local0,local1,local2,local3,local4,local5,local6,local7,local8,local9,local10,local11,local12,local13,local14,local15,local16
133,-1,1030614.06,9722.11914,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1015131.69,36.9478798,6835.79395,1033561.94,1002861.56,9014.60156,1015787.69,1034762.25,1015131.69,6633.75879,1025100.88,1019656.81,-1155.3125,-0.0229453444,1003426.56,1155.3125,-4.37005615
134,-1,1030614.06,9711.81836,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1014404.44,39.6681709,6882.25977,1033561.94,1002861.56,7916.45117,1014194.81,1034400.44,1014404.44,6587.64307,1023646.56,1017492.75,2207.375,-0.0216092467,1008625.31,-2207.375,-10.3358383
135,-1,1030614.06,9721.36523,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1013501.38,38.030323,7165.67871,1033561.94,1002861.56,6319.51221,1012450.62,1033455.62,1013501.38,6345.08984,1022153.81,1016310.44,-2046.0625,-0.0236592889,1007470,2046.0625,-19.81604
136,-1,1030614.06,9719.83691,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1012762.38,38.4684219,6886.6792,1027738.12,1002861.56,4866.7876,1011068.12,1032222.25,1012762.38,5937.32227,1020675.62,1015131.69,327.625,-0.0188406706,1009677.38,-327.625,-29.5413589
137,-1,1030614.06,9722.75293,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1012038.62,37.9178238,6811.81836,1026129.38,1002861.56,3301.85815,1009863.06,1029569.81,1012038.62,5383.20752,1019234,1014404.44,-624.875,-0.0164723396,1007631.31,624.875,-41.8423882
138,-1,1030614.06,9738.7793,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1010953.44,34.9566078,6957.56348,1021509.38,1001195.5,3556.03491,1009261,1027140.94,1010953.44,4947.51807,1017904.19,1013501.38,-3434.125,-0.00832641125,1007958.94,3434.125,-39.500309
139,-1,1030614.06,9752.35156,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1009625.19,32.6322594,6685.63477,1021509.38,1000870.62,4082.82812,1008520.88,1024707.94,1009625.19,4659.90234,1016653.06,1012762.38,-2908.4375,-0.0102456212,1007334.06,2908.4375,-35.2039261
140,-1,1030614.06,9795.05957,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1007253.75,26.6315346,7103.58057,1021509.38,990154.875,5920.45557,1007302.88,1023062.12,1007253.75,4672.99023,1015406.44,1012038.62,-9151.875,-0.0169032812,1003899.94,9151.875,-21.0882263
141,-1,1030614.06,9796.86523,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1005146.94,26.4104404,7179.13721,1021509.38,987566.25,6995.37744,1005809.06,1022323.06,1005146.94,4850.91602,1014126.81,1010953.44,-386.875,-0.0206561089,1000991.5,386.875,-14.1383362
142,-1,1030614.06,9821.64062,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1002613.12,23.5241661,7131.56934,1021509.38,985543.188,7857.60645,1003568.06,1021174.5,1002613.12,5120.52734,1012718.94,1009625.19,-5309.1875,-0.0308352709,991839.625,5309.1875,-8.94021606
143,-1,1030614.06,9829.2207,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,1000200.62,22.7065372,6814.60889,1016134.31,983984.75,8715.94629,1001483,1019656.81,1000200.62,5482.88281,1011220.88,1007253.75,-1624.375,-0.0287948847,991452.75,1624.375,-4.0635376
144,-1,1030614.06,9819.81934,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,998378.375,26.1355515,6724.66357,1014083.88,982750.625,9178.19336,999821.875,1017492.75,998378.375,5869.35059,1009701,1005146.94,2014.625,-0.0230326056,986143.562,-2014.625,-1.49972534
145,-1,1030614.06,9833.09766,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,996419.688,24.4834766,6681.98242,1014083.88,982049.938,9995.74512,998411.875,1016310.44,996419.688,6359.74854,1008195.69,1002613.12,-2845.375,-0.0196707249,984519.188,2845.375,2.7445755
146,-1,1030614.06,9823.625,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,994992.812,27.9808903,6448.85889,1014083.88,982049.938,10064.5781,996775.625,1015131.69,994992.812,6773.14893,1006673.06,1000200.62,2029.8125,-0.0227111578,986533.812,-2029.8125,3.09020996
147,-1,1030614.06,9833.69141,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,993468.625,26.5725193,6524.03418,1014083.88,980892,10133.2529,995067.812,1014404.44,993468.625,7129.13721,1005125.69,998378.375,-2157,-0.0237314701,983688.438,2157,3.54489136
148,-1,1030614.06,9842.87695,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,991885.188,25.3200264,6205.9292,1014083.88,980892,9817.47656,993061.812,1013501.38,991885.188,7389.8418,1003517.19,996419.688,-1968.4375,-0.0278154016,985718.25,1968.4375,1.96601868
149,-1,1030614.06,9855.77344,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,990144.375,23.6356354,6220.84961,1010566.62,977006.188,9563.32715,991004.438,1012762.38,990144.375,7581.53369,1001848.81,994992.812,-2763.5625,-0.0285839438,983561.25,2763.5625,1.06492615
150,-1,1030614.06,9843.53711,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,988985.312,28.4960899,6379.34717,1010566.62,975924.312,8594.11133,989111.062,1012038.62,988985.312,7609.65674,1000150.44,993468.625,2622.125,-0.0262982845,981592.812,-2622.125,-3.91667175
151,-1,1030614.06,9830.51855,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,988352.75,33.3561592,6368.74219,1010047.75,975924.312,7008.01807,987461.562,1010953.44,988352.75,7408.87256,998458.562,991885.188,2789.75,-0.0229247808,978829.25,-2789.75,-12.9094315
152,-1,1030614.06,9815.39453,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,988236.625,38.5788689,6258.88574,1004021.19,975924.312,5332.52344,986288.875,1009625.19,988236.625,6969.24707,996835.938,990144.375,3240.75,-0.0163542628,981451.375,-3240.75,-23.5907745
153,-1,1030614.06,9842.09473,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,987373.125,33.5761032,6259.80029,1002691.75,975924.312,3545.87988,984915.188,1007253.75,987373.125,6384.12207,995246.5,988985.312,-5721.4375,-0.0192120075,984241.125,5721.4375,-37.0635414
154,-1,1030614.06,9852.65527,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,986323.062,31.8185635,6037.3501,995727.625,975924.312,3235.41992,984033.562,1005146.94,986323.062,5823.35449,993751.438,988352.75,-2263,-0.0124437213,987481.875,2263,-39.7199593
155,-1,1030614.06,9891.07227,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,984315.312,26.4038982,6266.54395,992056.375,970760.312,4012.81445,982591.562,1002613.12,984315.312,5364.88623,992263.5,988236.625,-8232.4375,-0.0203617811,981760.438,8232.4375,-32.739624
156,-1,1030614.06,9886.3457,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,982710.375,28.0271263,5920.16113,988393.312,970760.312,4671.03125,981601.312,1000200.62,982710.375,5062.47559,990841.875,987373.125,1013.125,-0.0140602589,979497.438,-1013.125,-27.7400894
157,-1,1030614.06,9862.72363,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,981994.312,35.6622772,5989.5293,988393.312,970760.312,4716.40967,981088.438,998378.375,981994.312,4824.18018,989541.375,986323.062,5061.8125,-0.00729215145,971265,-5061.8125,-27.4172287
158,-1,1030614.06,9838.49219,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,982066.062,42.4111633,6030.23242,988393.312,970760.312,4493.74805,980802.625,996419.688,981994.312,4508.72754,988376.188,984315.312,5192.375,-0.00405609608,972278.125,-5192.375,-29.0569077
159,-1,1030614.06,9820.78125,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,982634.25,46.8036194,5934.0415,988393.312,970760.312,4663.01514,980991.188,994992.812,981994.312,4134.35547,987391.5,982710.375,3795.25,0.00268292427,977339.938,-3795.25,-27.8009415
160,-1,1030614.06,9817.19336,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,983229.25,47.6745567,6374.98486,992767.938,970760.312,4774.99023,981089.625,993468.625,981994.312,3673.87012,986551.188,981994.312,769.0625,0.00139832497,982532.312,-769.0625,-26.9850311
161,-1,1030614.06,9824.18555,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,983545.125,46.0911827,6097.03516,992767.938,970760.312,4878.00635,981235.188,991885.188,981994.312,3197.28491,985842.438,982066.062,-1498.4375,0.00207102299,986327.562,1498.4375,-26.2397842
162,-1,1030614.06,9816.06543,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,984050.875,48.2410469,6136.2334,992767.938,970760.312,5126.20703,981645.5,990144.375,981994.312,2744.19873,985282.875,982634.25,1740.125,0.00585329533,987096.625,-1740.125,-24.4842072
163,-1,1030614.06,9794.78711,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,985097.125,53.4764595,6073.02051,992767.938,970760.312,5687.52783,982579.062,988985.312,981994.312,2390.60474,984922.375,983229.25,4559.5625,0.0133513212,985598.188,-4559.5625,-20.6675491
164,-1,1030614.06,9786.83594,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,986231.062,55.2963257,6224.84473,996851.938,970760.312,6338.98486,983446.938,988352.75,981994.312,2149.30811,984725.625,983545.125,1704,0.0123801231,987338.312,-1704,-16.4678268
165,-1,1030614.06,9768.12891,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,987748.312,59.3271065,6201.11914,998554.438,970760.312,7318.12451,984401.938,988236.625,981994.312,2081.00098,984682.438,984050.875,4008.6875,0.0135835409,991897.875,-4008.6875,-10.5366592
166,-1,1030614.06,9814.74805,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,987731.25,47.7677917,7021.32471,1001476.88,970760.312,7322.37842,984411.875,987748.312,981994.312,2022.59973,984646.375,985097.125,-9990.0625,0.000140428543,993601.875,9990.0625,-10.5129929
167,-1,1030614.06,9806.94531,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,987939.438,49.5398598,6736.56055,1001476.88,970760.312,7384.25342,984949.688,987939.438,981994.312,2081.53296,984686.688,986231.062,1672,0.00767195225,997610.562,-1672,-10.1482086
168,-1,1030614.06,9814.72656,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,987897.5,47.7983093,6597.19922,1001476.88,970760.312,7251.06885,985530.375,987939.438,981994.312,2205.72217,984799.125,987748.312,-1667.375,0.00829780102,987620.5,1667.375,-10.9366608
169,-1,1030614.06,9799.48242,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,988296.75,51.4029274,6717.52441,1001476.88,971063.062,6174.96924,986932.188,988296.75,981994.312,2375.14746,985083.625,987731.25,3266.75,0.0202075243,989292.5,-3266.75,-17.5374985
170,-1,1030614.06,9801.45898,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,988586.25,50.9118271,6525.44678,1001476.88,971365.75,4690.02539,988231.5,988586.25,981994.312,2437.03125,985503.375,987939.438,-423.75,0.0187085867,987625.125,423.75,-27.6666489
171,-1,1030614.06,9777.58789,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,989519.188,56.3351135,6447.44141,1001476.88,976658.25,3960.51416,989534.562,989519.188,982066.062,2433.63403,986040.875,987897.5,5115.3125,0.0186665058,990891.875,-5115.3125,-33.7437782
172,-1,1030614.06,9789.87109,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,989976.812,53.0852966,6366.52588,1001476.88,980660.688,3530.35107,990278.812,989976.812,982634.25,2362.479,986605.938,988296.75,-2632,0.0106043816,990468.125,2632,-37.6603012
173,-1,1030614.06,9783.86035,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,990545.188,54.4695549,6065.7207,1001476.88,980660.688,3485.58179,990844,990545.188,983229.25,2289.90649,987171,988586.25,1288.0625,0.00802159309,995583.438,-1288.0625,-38.0331345
174,-1,1030614.06,9814.98047,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,990148.562,46.7744102,6277.41455,1001476.88,983147.5,3451.14941,990877.812,990545.188,983545.125,2126.70093,987665.312,989519.188,-6668.875,0.000480175018,992951.438,6668.875,-38.5767822
175,-1,1030614.06,9812.21094,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,989884,47.485672,5901.88037,1001476.88,983147.5,3226.72021,991061.062,990545.188,984050.875,1859.28894,988118,989976.812,593.6875,0.00260365009,994239.5,-593.6875,-40.5177498
176,-1,1030614.06,9824.17773,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,989312.812,44.7066612,5845.82178,1001476.88,983792.875,3396.56934,990936.938,990545.188,985097.125,1495.36169,988493.875,990545.188,-2564.375,-0.0017606616,987570.625,2564.375,-39.1130791
177,-1,1030614.06,9878.13477,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,987276.125,34.8137016,6578.25391,1001476.88,971782.25,5499.30859,989661.188,990545.188,986231.062,1222.15723,988649.5,990148.562,-11562.3125,-0.018006146,988164.312,11562.3125,-22.0341873
178,-1,1030614.06,9891.0332,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,985142.438,32.9373245,6735.41895,1001476.88,968270.625,7123.19531,988066.438,990545.188,985142.438,1395.8457,988571.688,989884,-2764,-0.022472024,985599.938,2764,-11.4438858
179,-1,1030614.06,9915.47461,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,982594.875,29.6734753,6821.59424,1001476.88,964687.438,8591.51758,985811.062,990545.188,982594.875,2077.52368,988203.625,989312.812,-5237.75,-0.0316503048,974037.625,5237.75,-2.80570221
180,-1,1030614.06,9883.29297,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,981306.5,38.3373604,6952.89551,996926.5,964687.438,9182.9873,984761.938,990545.188,981306.5,2736.32544,987744.688,987276.125,6896.1875,-0.014872551,971273.625,-6896.1875,0.333427429
181,-1,1030614.06,9889.22852,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,980020.375,37.4218292,6724.98779,996926.5,964687.438,9671.37598,983502.438,990545.188,980020.375,3380.33472,987179,985142.438,-1271.6875,-0.0178229809,966035.875,1271.6875,2.84342957
182,-1,1030614.06,9910.31055,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,978303.312,34.2890167,6609.25635,996926.5,964687.438,10454.585,982039.438,990545.188,978303.312,4067.83423,986493.812,982594.875,-4517.75,-0.0207391381,972932.062,4517.75,6.75485229
183,-1,1030614.06,9920.04883,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,976537,32.9181252,6506.63525,996926.5,963514.562,10995.374,980194,990545.188,976537,4763.48535,985653.688,981306.5,-2086.875,-0.0260736346,971660.375,2086.875,9.48202515
184,-1,1030614.06,9884.51367,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,976021.438,42.0260773,6918.71484,996926.5,962734.375,10760.3584,978922.625,990545.188,976021.438,5281.89551,984756.188,980020.375,7614.6875,-0.0179689527,967142.625,-7614.6875,8.42883301
185,-1,1030614.06,9869.0625,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,976016.125,45.4917412,6868.10596,996926.5,962734.375,9727.05664,977522.562,990545.188,976016.125,5550.16406,983791.812,978303.312,3311.125,-0.0196888447,965055.75,-3311.125,3.32043457
186,-1,1030614.06,9883.57227,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,975596.938,42.8983002,6931.34863,995423.75,962734.375,8780.64355,976088.375,990545.188,975596.938,5640.36865,982764.625,976537,-3109.375,-0.0202217698,972670.438,3109.375,-1.59120941
187,-1,1030614.06,9896.66895,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,974859.438,40.6460419,6927.5918,995423.75,962734.375,7292.17188,974361.625,990148.562,974859.438,5540.59766,981644.188,976021.438,-2806.375,-0.0243137479,975981.562,2806.375,-9.89875793
188,-1,1030614.06,9881.45605,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,974654.938,44.3040962,6919.28174,989442.312,962734.375,6305.1123,973344.125,989884,974654.938,5272.27637,980537.562,976016.125,3259.9375,-0.0144241452,972872.188,-3259.9375,-15.8854446
189,-1,1030614.06,9873.54297,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,974703.812,46.1626396,6821.70361,989442.312,962734.375,4835.87158,972405.375,989312.812,974654.938,4776.23926,979453.312,975596.938,1695.5625,-0.0133004189,970065.812,-1695.5625,-25.752594
190,-1,1030614.06,9857.95117,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,975191.625,49.7231026,6601.82324,987882.125,962734.375,3635.63525,971888.438,987276.125,974654.938,4018.55273,978444.688,974859.438,3341.3125,-0.00734305382,973325.75,-3341.3125,-34.9919434
191,-1,1030614.06,9861.71094,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,975507,48.8836098,6558.95215,980961.688,962734.375,3888.42847,972139.812,985142.438,974654.938,3238.42505,977604,974654.938,-805.6875,0.00361311436,975021.312,805.6875,-32.922226
192,-1,1030614.06,9898.61426,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,974725.938,41.4808388,6796.61182,980961.688,962734.375,3936.4939,972023.812,982594.875,974654.938,2542.89258,976860,974703.812,-7908,-0.00167274475,978362.625,7908,-32.5346031
193,-1,1030614.06,9916.06445,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,973550.438,38.5110931,6607.23779,980961.688,962734.375,3950.31445,972014.688,981306.5,973550.438,2117.08667,976213.938,975191.625,-3739.25,-0.000130653381,977556.938,3739.25,-32.4253807
194,-1,1030614.06,9894.67188,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,973142.875,43.8209724,6595.93506,980961.688,962734.375,3959.77344,971840.625,980020.375,973142.875,1721.40686,975630.875,975507,4583.9375,-0.0025062561,969648.938,-4583.9375,-32.3582382
195,-1,1030614.06,9883.93359,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,973096.438,46.3266945,6535.19873,980961.688,962734.375,3966.85742,971921.625,978303.312,973096.438,1342.05872,975136.188,974725.938,2301.125,0.00116741657,965909.688,-2301.125,-32.3057861
196,-1,1030614.06,9897.0957,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,972680.125,43.7508736,6842.77832,980961.688,962734.375,3786.1062,972123.938,976537,972680.125,1163.71423,974734.5,973550.438,-2820.5,0.00292778015,970493.625,2820.5,-33.7527657
197,-1,1030614.06,9944.75586,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,970957.625,35.9552536,7133.90576,980961.688,959410.438,4641.06885,971745.688,976021.438,970957.625,1407.94617,974336,973142.875,-10212.8125,-0.00548601151,972794.75,10212.8125,-26.8239746
198,-1,1030614.06,9949.42383,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,969331.438,35.2919006,6822.74707,980961.688,957872.875,5703.875,970752.125,976016.125,969331.438,1827.58972,973858.125,973096.438,-1000.375,-0.0143001676,969974.25,1000.375,-19.2744827
199,-1,1030614.06,9943.03125,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,968104.688,37.0056343,6788.55078,980961.688,956275.688,6112.03809,969619.938,975596.938,968104.688,2247.80225,973293.062,972680.125,1369.75,-0.0162408352,959761.438,-1369.75,-16.4696503
200,-1,1030614.06,9921.32031,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,967661.812,42.5691414,6977.39111,980961.688,956275.688,6159.43848,969042.062,975507,967661.812,2572.41772,972726.375,970957.625,4652.375,-0.00831454992,958761.062,-4652.375,-16.1680984
201,-1,1030614.06,9936.41992,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,966846.562,39.9280434,6865.66699,980961.688,956275.688,6442.48682,968433.625,975507,966846.562,2904.15381,972154.062,969331.438,-3235.5625,-0.00878101587,960130.812,3235.5625,-14.3836899
202,-1,1030614.06,9940.06641,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,966035.875,39.294014,6445.97217,980961.688,956275.688,6571.9624,967536.562,975507,966035.875,3206.54614,971538.375,968104.688,-781.375,-0.0129036903,964783.188,781.375,-13.576416
203,-1,1030614.06,9964.17773,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,964644.375,35.3021011,6461.20166,980961.688,954855.25,6887.88428,966149.375,975507,964644.375,3527.69604,970819.812,967661.812,-5166.8125,-0.0199194551,961547.625,5166.8125,-11.5120316
204,-1,1030614.06,9980.01562,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,962985.875,32.935318,6538.94629,980961.688,950131.438,6869.14209,964280.938,975507,962985.875,3834.43335,969948,966846.562,-3393.75,-0.026735425,960766.25,3393.75,-11.1534348
205,-1,1030614.06,9974.89844,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,961694.688,34.4641151,6524.70898,978550.062,949585.625,6340.64746,962548.5,974725.938,961694.688,4048.15698,968961.375,966035.875,1096.5,-0.0248116255,955599.438,-1096.5,-14.3538284
206,-1,1030614.06,9978.57031,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,960470.75,33.8673706,6257.63623,976811,949585.625,6503.49023,961324.562,973550.438,960470.75,4257.51855,967943.125,964644.375,-787,-0.0176700354,952205.688,787,-13.3395309
207,-1,1030614.06,9988.76953,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959118.625,32.1999359,6196.80518,976811,948721.25,6941.92773,960211.812,973142.875,959118.625,4514.44482,966912.312,962985.875,-2185.5625,-0.0161299109,953302.188,2185.5625,-10.5779648
208,-1,1030614.06,9984.78516,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,958060.625,33.5759087,5964.46631,976811,948721.25,6675.24658,958832.438,973096.438,958060.625,4695.02734,965835.062,961694.688,853.875,-0.0198972225,952515.188,-853.875,-12.1948166
209,-1,1030614.06,9994.89453,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,956854.812,31.8119259,5764.16064,976811,948520.812,5884.83545,957134.062,972680.125,956854.812,4763.53662,964675,960470.75,-2166.375,-0.0244426131,950329.625,2166.375,-17.1665039
210,-1,1030614.06,9994.42285,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,955823.25,31.991539,5909.00635,970329,945171.875,5022.46973,955644.375,970957.625,955823.25,4718.10791,963470.875,959118.625,101.125,-0.0215016007,951183.5,-101.125,-22.6675262
211,-1,1030614.06,10017.7363,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,954263.125,28.059351,5883.01025,967178.938,943848.562,5678.82568,954527.312,969331.438,954263.125,4784.41064,962278.375,958060.625,-4995.75,-0.0162945986,949017.125,4995.75,-18.0456467
212,-1,1030614.06,9985.88281,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,953821.125,39.0774689,6177.51855,967178.938,942538,5618.92432,953969.125,968104.688,953821.125,4818.58301,961170.5,956854.812,6825.6875,-0.00814890862,949118.25,-6825.6875,-18.3129883
213,-1,1030614.06,9972.58887,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,953817.938,43.001297,6059.3208,967178.938,942538,5353.31494,953516.812,967661.812,953817.938,4754.38574,960149.938,955823.25,2848.875,-0.00659674406,944122.5,-2848.875,-20.11129
214,-1,1030614.06,10005.3291,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,952879.688,36.7276268,6231.50781,965873.875,942538,4602.0415,952230.875,966846.562,952879.688,4608.06396,959094.062,954263.125,-7015.9375,-0.0186591744,950948.188,7015.9375,-25.4309006
215,-1,1030614.06,9989.23828,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,952526.312,41.263279,6336.10547,961651.938,942538,3822.48535,951422.5,966035.875,952526.312,4356.16699,958071.188,953821.125,3448.1875,-0.0117709041,953797.062,-3448.1875,-31.4357147
216,-1,1030614.06,10007.9121,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,951686.5,37.870491,6682.51318,961514.438,942538,3037.18628,950384.062,964644.375,951686.5,4038.10522,957046.312,953817.938,-4001.625,-0.0151322484,946781.125,4001.625,-38.1584511
217,-1,1030614.06,10000.7588,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,951163.062,39.9087486,6430.13721,957681.062,942538,2731.25391,949824.125,962985.875,951163.062,3705.08374,956083.375,952879.688,1532.875,-0.00820308924,950229.312,-1532.875,-41.0001831
218,-1,1030614.06,9996.00098,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,950845.312,41.2883415,6120.75244,955925.25,942538,2659.43896,949579.5,961694.688,950845.312,3395.90308,955216.125,952526.312,1019.5,-0.00359755754,946227.688,-1019.5,-41.6941948
219,-1,1030614.06,9997.39355,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,950530.125,40.9916649,5776.64502,954635.25,942538,2459.72217,949235.188,960470.75,950530.125,3076.79932,954418.562,951686.5,-298.4375,-0.00505667925,947760.562,298.4375,-43.6654167
220,-1,1030614.06,9988.39062,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,950514.188,43.8026962,5574.84912,954635.25,942538,2314.70801,949084.875,959118.625,950514.188,2726.45679,953707.438,951163.062,1929.125,-0.00220936537,948780.062,-1929.125,-45.1485214
221,-1,1030614.06,9974.16699,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,950906.812,48.0164223,5974.8374,957528.625,942538,2561.99072,949308.438,958060.625,950514.188,2357.60815,953120.938,950845.312,3048.0625,0.00329267979,948481.625,-3048.0625,-42.6471367
222,-1,1030614.06,9969.99414,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,951366.312,49.2192688,5924.24609,957528.625,942538,2842.37622,949534.812,956854.812,950514.188,1951.06934,952642.688,950530.125,894.125,0.00333213806,950410.75,-894.125,-39.9472923
223,-1,1030614.06,9984.93555,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,951337.625,45.1871643,5905.78223,957528.625,942538,2867.64258,949687.188,955823.25,950514.188,1582.96936,952248.625,950514.188,-3201.75,0.00224876404,953458.812,3201.75,-39.7076759
224,-1,1030614.06,9971.37598,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,951700.188,49.2505112,5805.96729,957528.625,942538,3072.41724,950039.938,954263.125,950514.188,1236.06641,951954.188,950906.812,2905.75,0.00520348549,954352.938,-2905.75,-37.8277245
225,-1,1030614.06,9971.86035,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,952000.562,49.110527,5868.45166,957528.625,942538,2745.79443,950742.062,953821.125,950514.188,1058.8147,951792.562,951366.312,-103.75,0.0104124546,951151.188,103.75,-40.8601303
226,-1,1030614.06,9998.20117,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,951508.312,42.0993347,5903.95947,957528.625,942643.188,2814.93018,950553.562,953817.938,950514.188,897.570251,951627.375,951337.625,-5644.6875,-0.00277584791,954056.938,5644.6875,-40.2120209
227,-1,1030614.06,10020.7754,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,950436.688,37.1982307,6292.55176,957528.625,940226,3195.5105,949815.938,952879.688,950436.688,711.198303,951385.875,951700.188,-4837.375,-0.0108261108,953953.188,4837.375,-36.4974861
228,-1,1030614.06,10019.0391,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,949557.562,37.7983398,6289.74902,957528.625,940226,3472.37354,949606.125,952526.312,949557.562,727.220886,951148.562,952000.562,372.25,-0.0031028986,948308.5,-372.25,-34.1053772
