t,position,entry_px,equity,el,xl,es,xs,stop,tp,trail,size,local0,local1,local2,local3,local4,local5,local6,local7,local8,local9,local10,local11,local12,local13,local14,local15,local16
229,-1,1030614.06,10019.7051,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,948776.625,37.6498299,5873.99463,957528.625,940226,3781.95825,949139.812,952000.562,948776.625,850.517944,950880.812,951508.312,-142.6875,-0.0068705678,943471.125,142.6875,-31.5396538
230,-1,1030614.06,9965.58594,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,949646.062,53.6049004,6543.15137,957528.625,940226,3998.27686,949787.625,952000.562,948776.625,874.437988,950735,950436.688,11596.9375,0.00958538055,943843.375,-11596.9375,-29.8049622
231,-1,1030614.06,9937.5332,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,951201.125,59.4039917,6700.62256,962681.5,940226,4923.17773,950755.438,952000.562,948776.625,875.822815,950737.688,949557.562,6011.375,0.0142952204,943700.688,-6011.375,-22.8769531
232,-1,1030614.06,9927.79883,0,0,0,1,0.0500000007,0.100000001,0.0799999982,0.5,952827,61.2157288,6415.38623,963706.062,940226,5854.97705,951799.375,952827,948776.625,1028.59448,950879.312,948776.625,2086.125,0.0154041052,955297.625,-2086.125,-16.513504
233,0,0,9921.05273,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,954862.875,65.0057526,6335.88086,968397.5,940226,7106.47412,953200.375,954862.875,948776.625,1444.66394,951188.688,949646.062,4701,0.0206799507,961309,-4701,-8.73001099
234,0,0,9921.05273,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,956603.25,64.7444153,6382.01904,971497.188,940226,7990.62695,954450.812,956603.25,948776.625,1989.84363,951623.625,951201.125,-180.3125,0.0184184313,963395.125,180.3125,-3.64063263
235,0,0,9921.05273,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,958740.062,68.3290329,6728.76758,975898.875,940226,9247.14551,955820.125,958740.062,948776.625,2688.3269,952183.125,952827,4713.75,0.020106554,968096.125,-4713.75,3.13148499
236,0,0,9921.05273,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,961315.375,71.873642,6736.77979,978764.625,940226,10853.7012,957513.125,961315.375,948776.625,3554.0647,952893.688,954862.875,5425.25,0.0248355865,967915.812,-5425.25,11.1474152
237,0,0,9921.05273,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,962908.188,64.9562988,6701.07666,978778.312,940226,11407.5674,959092.375,962908.188,948776.625,4351.86816,953720.188,956603.25,-4793.4375,0.0232456923,972629.562,4793.4375,13.7773361
238,0,0,9921.05273,0,0,1,0,0.0500000007,0.100000001,0.0799999982,0.5,963516.875,57.7312927,6854.46387,978778.312,940226,11507.4092,960050.688,963516.875,948776.625,4978.96533,954564.188,958740.062,-5787.875,0.0140626431,978054.812,5787.875,14.2492523
239,-1,966989.75,9913.31445,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,964052.125,57.7817039,6904.18066,978778.312,940226,11524.8047,961020.5,964052.125,948776.625,5478.08984,955425.062,961315.375,57.6875,0.0142333508,973261.375,-57.6875,-35.3407364
